id,reduced_formula,spacegroup
mp-1185918,MgIn5,8
mp-1205805,Y2NiGe6,38
mvc-3996,CaWO3,62
mp-30453,DyBiPt,216
mp-1094927,Mg2Cd,38
mp-4984,SiB2Mo5,140
mp-1111194,K2YTlBr6,225
mp-978795,Sm3Hg,139
mp-1228431,Ba2Cu3BrClO4,119
mp-1189227,NaAl(PS3)2,43
mp-1071448,CeGaCo,12
mp-1227152,CaTmMn2O6,31
mp-12661,Cd3In,221
mp-761314,Ga2NiO4,160
mp-989583,Rb2LiInCl6,225
mp-4571,CaZrO3,62
mp-1112502,Cs2TlAsCl6,225
mp-1232056,Mg(InSe2)2,122
mp-1095649,Sr2H3NO6,189
mp-864904,HoCdAg2,225
mp-2393,YTl3,221
mp-1222590,Li3Al(CoO3)2,164
mp-19917,ZrSiTe,129
mp-1183558,CaYb3,221
mp-1112784,Cs2KCeI6,225
mp-1179656,Rb,15
mp-1215531,Zn3CdSe4,38
mp-866028,Dy2Ge5Rh3,15
mp-867278,DyPaTc2,225
mp-1232332,ZnCu2SiSe4,82
mp-570779,Pr3OsI3,11
mp-30651,MgGa2,194
mp-1214109,Ca2YbRuO6,14
mp-625242,FeHO2,62
mp-1184850,HoTmRh2,225
mp-1174768,Li6Mn3CoO10,1
mp-1218397,Sr5ZnCd4,123
mp-1102688,PrSbSe,14
mp-1225691,Er3ScS6,11
mp-1185118,La3Yb,139
mp-1206443,La3SnC,221
mp-1223181,La4SnSb2,122
mp-1222411,LiCa2CuN2,136
mp-1205571,Ba3PuO6,225
mp-1183777,CoSn3,64
mp-21891,PrSi2Mo2C,123
mp-867915,ScGaCo2,225
mp-1211236,La(Mg2Al)4,139
mp-1217909,TaTiAlC,164
mp-8763,Tm2S2O,14
mp-756894,LiVO2,74
mp-1028594,Te4MoW,164
mp-1071862,YAlZn,194
mp-1102890,TmTc2,194
mp-543019,GdNi2,227
mp-1147587,Ce2Cu(NO)2,139
mp-1105365,KNO3,14
mp-8237,Ba(AsPd)2,123
mp-11396,NdGa2Ni,65
mp-1220499,Nb4Pb3O13,160
mp-1112127,Cs2RbErCl6,225
mp-1078370,CeBi2Au,129
mp-1216610,TmAlCu4,187
mp-1105750,LiAu(S2O7)2,2
mp-1111139,K2NaLaCl6,225
mp-34009,Ce(SmS2)2,122
mp-30461,BiPd2Pb,8
mp-5749,Cr2FeSe4,12
mp-20171,Pu(SiNi)2,139
mp-1283489,V3(O2F)2,1
mp-13595,Rb2UF6,63
mp-22634,K4SrU3O12,229
mp-759867,VF4,15
mp-1290530,Li3TiMn4O8,2
mp-754246,TiSnO3,148
mp-1215716,ZnNi4O5,12
mp-1222946,LaCeRh4,216
mp-866069,MgScRh2,225
mp-1099750,Eu2V2O5,46
mp-12956,Yb(FeP3)4,204
mp-630372,Tb4Ga6FeGe6,229
mp-11908,Lu5Si3,193
mp-1079155,Hf6Al2Pt,189
mp-1114602,Rb2NaYCl6,225
mp-1209347,Rb3ScV2O8,164
mp-1214396,Ba4Nb2O9,164
mp-1188567,Gd(Tl3Te2)3,87
mp-31298,ErSnRh,189
mp-1027550,TeMo2SeS2,156
mp-1104449,Pr(Mo3S4)2,148
mp-3595,ZnSiAs2,122
mp-1185890,MgIr,51
mp-760414,Ti3PdO,140
mp-1027267,Mo3W(SeS)4,156
mp-1187693,YbEuPd2,225
mp-1029784,Rb2CN2,12
mp-27776,Cd2AsCl2,14
mp-980664,UBiSb,129
mp-1186222,NbGaOs2,225
mp-1105718,NiBiO3,2
mp-12788,Nd3Au4,148
mp-768578,CdCoO3,15
mp-1027687,MoSeS,156
mp-1184104,CuRh2Pb,225
mp-28665,NdSi2Ru,11
mp-1187188,SrLaPt2,225
mp-12464,Co(PdSe)2,72
mp-977394,TbAlAg2,225
mp-1214009,Ca4MgSn3,140
mp-1215929,YMgAl4,164
mp-30395,ScInAu2,225
mp-20245,CeFeSi,129
mp-1214652,Ba2LaCoCu2O7,47
mp-31761,NbFeO4,12
mp-1183828,DyErCd2,225
mp-625316,Al(HO)3,2
mp-23435,Bi2TeI,166
mp-8620,La2Si5Rh3,72
mp-5986,BaTiO3,99
mp-570901,Yb2Au,62
mp-18753,Na3Mo(OF)3,146
mp-754781,Ga3NO3,166
mp-1080806,TmSnPt,189
mp-1206635,Na2SnHg,216
mp-1186545,Pm3Th,139
mp-861954,LiTaRu2,225
mp-12908,ScAgSe2,164
mp-1212396,Ho(GaCo)6,71
mp-570559,CdI2,156
mp-976596,LiLu2Ga,225
mp-1181047,Ho5SbAu2,140
mp-1104064,ZnHIO4,9
mp-1273514,Li2MnV3O8,146
mp-574086,SiBr4,14
mp-1223244,La2Al3Ge,187
mp-1190019,LuZn3,62
mp-11924,Rb2TaCuSe4,70
mp-1221258,Na2ThF6,71
mp-1189159,Eu3FeO6,36
mp-1206732,BaLaCo2O5,47
mp-1094098,NaGaTe2,122
mp-1882,CaCu5,191
mp-2781,ScPd,221
mvc-11986,Mg3V2O8,166
mp-1183987,GaHg3,225
mp-1186230,NbRh3,194
mp-4050,Eu(AsRu)2,139
mp-624234,TePb2O5,9
mp-1187431,Ti2CuIr,225
mp-568145,Ar,194
mp-6920,KNO3,160
mp-752844,Li2MnSiO4,121
mp-1221079,NaCaYCdF8,119
mp-7582,GeS2,122
mp-1183249,Ag3Se,194
mp-1021490,Sn4SF6,146
mp-867795,ScNbTc2,225
mp-1518616,NaSrHfSbO6,216
mp-983578,CsBiO3,221
mvc-5884,Mg(CuO2)2,141
mp-776593,LuScO3,62
mp-1207830,Y(Fe2Ge)2,58
mp-1071422,CeAg2,74
mp-1216066,Y2CoRu3,166
mp-1218565,Sr4Co3ReO12,123
mp-1218717,Sr2NdMn2O7,139
mp-758251,Li5AgF8,166
mp-1664,V3Pd,223
mp-1205633,Cs3FeF6,139
mp-19029,RbCr4O8,87
mp-33031,VS,194
mp-1211273,LaCrSe2O,62
mp-1223064,La3Gd(ClO)4,25
mp-27904,FeSbS,14
mp-1224629,GdFe2BiO6,26
mp-21849,Eu(SiIr)2,139
mp-571547,Te2Au,7
mp-8638,Tc,225
mp-983237,Ga3Bi,221
mp-35651,La2USe4,122
mp-1104512,Ce(Sn2Pd)2,63
mp-1520436,Ba2TbBiO6,225
mp-1237057,CaTi2PbO6,99
mp-862972,AcAgAu2,225
mp-1174003,Li5Co3O8,12
mp-18162,Li(CuO)2,62
mp-33137,TcO2,14
mp-1112785,Cs2KDyCl6,225
mvc-11417,Ca(CrS2)4,166
mp-1205378,LuCuPbSe3,63
mp-390,TiO2,141
mp-567931,InSiTe3,162
mp-1186438,Pm2AgAu,225
mp-1112014,Cs2NaIrF6,225
mp-1211722,La5NiGe3,193
mp-1217634,Tb3Sc2S7,12
mp-570245,Ba2GaGeN,11
mp-559521,InBi2S4Cl,12
mp-865814,YbMgHg2,225
mp-569118,Cs3MnI5,140
mp-12315,DyBO3,2
mp-1068244,Er2AlNi2,71
mp-1221629,MnGaRh2,123
mp-972117,SrTeO3,14
mp-1216002,YTh(B2Ru3)2,47
mp-1221675,MnCrSi2,4
mp-567373,LaCN2Cl,11
mp-1104138,Dy(Mo3Se4)2,148
mp-778768,Li2Co3NiO8,12
mp-648,Na2S,225
mp-31385,Er5Sn3,193
mp-862721,Sr2CdPb,225
mp-1205674,Ba2ScOsO6,225
mp-1103601,Fe2Si2BiO9,8
mp-862663,LaPbAu2,225
mp-1227586,Ca2Fe2O5,12
mp-1007852,FeCo3,221
mp-1029730,Ca4HfN4,2
mp-1221692,MnCuSe4,14
mp-865662,Yb2AgPb,225
mp-640416,Rb,1
mp-9178,CdSe2O5,15
mp-1279798,NaNiO2,63
mp-15186,Er(CuO2)2,88
mp-777825,LiEuPSe4,40
mp-1185915,MgPaTc2,225
mp-556434,AgBi(PS3)2,2
mp-572758,ReS2,2
mp-3155,Sc3FeC4,71
mp-5908,CeAsS,129
mp-1185378,LiGd2Tl,225
mp-1178161,HoCuO2,194
mp-636476,SrCu3(RuO3)4,204
mp-541837,Bi2Se3,166
mp-1219112,SmB4(IrOs)2,77
mp-979989,Yb2AgPd,225
mp-972061,YbTlHg2,225
mp-862885,CaPmRh2,225
mp-1280961,Sr2FeWO6,12
mp-1245813,HfMgN2,141
mp-1221776,Mn3Ni4Sb,166
mp-936,Hg4Pt,229
mp-1184607,HfZrOs2,225
mp-1112666,Cs2LiYBr6,225
mp-1226854,Ce4SnO10,166
mp-1176797,LiBi(BO3)2,148
mp-1222881,LaMn4(BiO4)3,6
mp-1211702,K2RbDyV2O8,164
mp-1285965,VO2,9
mp-1217525,TbNdFe17,160
mp-1112177,CsTlBr3,225
mp-1186303,NdCd3,194
mp-1228053,Ba3SrLu2(BiO6)2,115
mp-1219341,Sm2In3Cu,25
mp-1226006,CoSi4Ni,166
mp-1212206,Ho5(SiSb)2,64
mp-1652764,Co4(CuO4)3,148
mp-1211369,KNb(BO3)2,31
mp-18938,Tl2MoO4,5
mp-626504,Al(HO)3,1
mp-29167,Sr(NiP)2,71
mp-6939,Sr(BIr)2,70
mp-1216601,V3(PS3)4,5
mp-2068,RhF3,167
mp-981748,TbAg3,194
mp-27311,LaCO,12
mp-1217141,Ti4Al2CN,164
mp-20641,MnCoO3,148
mp-1184986,Li2NdGa,225
mp-123,Nd,194
mp-753628,LiVF6,36
mp-755385,Fe3OF5,1
mp-9418,Eu(CuO2)2,88
mp-1095433,TmGa4Ni,63
mp-1540712,Ca2Ti3O8,12
mp-867341,CsAcTe2,225
mp-15701,MgSiN2,122
mp-27401,NaIO4,88
mp-1223473,KBH4,216
mp-1076916,GdBiPd,216
mp-1183503,Ca2HgBi,225
mp-1205726,Y2Co2I,194
mp-4219,CeGeAu,186
mp-1105882,Tb4Sb6Rh7,229
mp-372,VPt3,221
mp-557835,TlF,129
mp-1226935,CeAg(PSe3)2,7
mp-1030108,Te8MoW3,156
mp-1229171,Ag6S2IBr,42
mp-7080,Li5(NiN)3,189
mp-19898,LaGeRu,129
mp-1228917,AlInGaSb3,44
mp-1185380,LiMg,74
mp-754845,La3Ti2N3O4,71
mp-510293,Pb3SeO5,36
mp-579560,Cs3Sb2Br9,164
mp-1103852,Co(RhS2)2,227
mp-20763,Na2Gd2Ti3O10,139
mp-402,CdP2,33
mp-1079035,MnAsPd,189
mp-1205705,Sr2UCrO6,225
mp-865738,LiPrHg2,225
mp-755166,NaCoO2,59
mp-24011,CeHSe,194
mp-28765,CBr3F,62
mp-545525,NbCuO3F,2
mp-615459,La2Ni5C3,127
mp-1222080,MgCd(CO3)2,148
mp-865800,Yb2BiAu,225
mp-1246884,Y3Mg2VS8,166
mp-22977,CsVCl3,194
mp-1114397,Rb2YInF6,225
mp-1224930,GaFe7N2,225
mp-864628,Pm2SnPd,225
mp-1112168,K2TlCuF6,225
mp-864968,MnInRh2,225
mp-1071453,Nd2Bi,139
mp-756525,Mn3CuO8,166
mp-561515,SmMn4(CuO4)3,204
mp-1223313,KNaCl2,166
mp-864793,NdAgAs2,62
mp-696867,V4NiS8,12
mp-21318,PtPb2,140
mp-1187888,YSeF,62
mp-1207016,Dy6MnBi2,189
mp-1176748,LiCu3(SiO3)2,12
mp-9138,RbPO3,62
mp-18901,VAgHgO4,5
mp-22615,Gd(SiAu)2,139
mp-1205445,LaMn3V4O12,12
mp-1094757,MgCd2,63
mp-1087240,La2InPd2,127
mp-1220802,NaHSeO4,1
mp-1205536,La2Os2I,194
mp-862261,Sc2ZnRu,225
mp-1186938,Sc2CdAu,225
mp-22228,DyCoSn,62
mp-605854,Gd3Co11B4,191
mp-675926,LiBH4,2
mp-13946,Rb2ZrF6,164
mp-1216360,VFe(CuO2)2,166
mp-582,CeIr2,227
mp-1218678,Sr3(AlIn2)2,8
mp-1027608,Mo2SeS3,156
mp-1102537,NbVP,62
mp-865210,TmLuMg2,225
mp-1185441,LiSm2Ga,225
mp-30938,PAuS4,2
mp-570591,CsHgCl3,221
mp-752774,LiNiPO4,43
mp-998915,K2O,58
mp-1223994,In2AgSe3Br,166
mp-981548,YErTl2,225
mp-19121,TbVO4,141
mp-561751,CsErS2,166
mp-23431,CsCu2I3,63
mp-510404,GdSe,225
mp-865102,NaLaTl2,225
mp-640553,BaNb2O6,51
mp-1207624,YZrF7,4
mp-22953,YbCuBi,186
mp-1183938,CsK2As,225
mp-1105241,Mn7CdO12,204
mp-1103948,Ho2FeC4,72
mp-557441,KAu(IO3)4,1
mp-1112164,K2ErCuCl6,225
mp-13504,CeAl4Co,51
mp-562490,SiO2,15
mp-6019,Sr2YNbO6,14
mp-1222984,LaAlCuNi3,187
mp-945779,DyCuTe2,10
mp-30182,ThAl3Ni2,191
mp-261,Ba3Al5,194
mp-1018176,GdFeC2,38
mp-1183655,CdPd3,221
mp-72,Ti,191
mp-1222068,Mn2Fe4SiGe,166
mp-1211759,K3YbF6,14
mp-28212,Nb4O5,137
mp-1101967,NbCoAs,62
mp-1216879,U2Si3Ni,25
mp-18995,Ba2FeMoO6,225
mp-1209088,RbYBeF6,11
mp-1223831,In2S3,44
mp-989541,Rb2NaSbF6,225
mp-12723,CaAu,63
mp-1221861,Mn4FeC2,5
mp-1174849,Li6Mn3CoO10,1
mp-1206444,Cs3IO,194
mp-1228749,AsRhO4,65
mp-6973,CsNaS,129
mp-22079,AsRh,62
mp-1189739,Ba2YGaTe5,36
mp-9650,MgTa2O6,136
mp-755837,Li5Mn3(NiO5)2,2
mp-7199,RbPrTe4,125
mp-15238,Ho4C5,55
mp-982388,HoTmMg2,225
mp-1186583,PmEuPt2,225
mp-1223660,InGaN2,156
mp-291,TiOs,221
mp-5598,Sm2SO2,164
mp-10763,KHgSb,194
mp-30432,Ba(RhPb2)3,63
mp-1218482,Sr2U2O7,6
mp-1206083,CrFeAs,189
mp-867353,ThCdAu2,225
mp-541937,Zn(InS2)2,160
mp-1077372,Zr2Cu,12
mp-1100780,ZrZnPd2,225
mp-28022,Na6CdCl8,225
mp-1207095,SiPAu,160
mp-757467,Mn5SnO12,12
mp-639263,Ce3MnBi5,193
mp-1223907,Hg2SeS,115
mp-1112961,CsInCl3,225
mp-1213706,Cs2Pb2O3,199
mp-1225791,Cu3P(SeS)2,31
mp-23216,SnBr4,14
mp-1077133,GdCoSi,129
mp-752479,Li5Mn3Cr2O10,1
mp-1188796,Sc4Ge6Ru7,229
mp-622620,ErNiSn,62
mp-1237359,Rb3SbF6,2
mp-1223919,IrRh,166
mp-1226898,Ce2Si3Ni,187
mp-1517687,BaSrCeWO6,2
mp-1208318,TbSiPt2,62
mp-1220476,NbAl2Ni9,123
mp-769881,Li3CrF6,118
mp-1114448,Rb2NaNbF6,225
mp-20883,Fe3Sn,194
mp-9902,Sc2CoSi2,12
mp-989603,LaMoN3,40
mp-21489,Rb2PbO3,36
mp-3997,Sm(CuSi)2,139
mp-1215214,ZrNbCo4,216
mp-1188114,Tb6GaNi2,71
mp-775774,AgBiO3,65
mp-1218193,SrMg3GeN4,8
mp-561490,PdSeO4,15
mp-1209063,Re4As5S4,216
mp-30227,Rb2WCl6,225
mp-1185331,LiDy2Rh,225
mp-30410,Mn2Au5,12
mp-866068,TbMgAu2,225
mp-7339,BaSiO3,19
mp-1114389,Rb2InGaCl6,225
mp-1224218,HfTiSe4,10
mp-676464,Cd3AsI3,6
mp-1077298,TbMgNi,63
mp-19915,Sr4In2N,141
mp-1068248,Eu(CrAs)2,139
mp-1220408,NbAlZn,38
mp-9441,Ho(CrGe)6,191
mp-11276,BeRh,221
mp-1219361,Sm(Fe5Re)2,71
mp-39542,KRb2ZrOF5,107
mp-569032,PrAu6,15
mp-754094,Li3Fe3NiO8,12
mp-2364,PaO2,225
mp-1221332,MnNiSnPd,216
mp-1518,CeRh3,221
mp-1077545,CaC2,63
mp-556536,Na2Zr(CuS2)2,12
mp-4653,Y(SiIr)2,139
mp-29824,La3RuI3,11
mp-12646,EuNbO4,15
mp-1188014,ZrScRu2,225
mp-19060,Sr2Mn3(AsO)2,139
mp-1539959,CaFeF5,15
mp-23636,Cs3Np(Cl2O)2,15
mp-1224204,K2ZnSi3O8,1
mp-1220409,Nb6OsAu,200
mp-3941,LiYF4,13
mp-1113564,Rb2HgAsBr6,225
mp-1182186,BaYMn2O5,129
mp-279,LiIr,187
mp-15668,NaSe,194
mp-1216775,V10(SiGe)3,42
mp-1188336,Zr5Ga4,193
mp-1077883,In2Rh3S2,166
mp-862623,ScSnRh2,225
mp-2700,CaSi2,166
mp-31126,Na3CoO3,2
mp-1080710,Ho2InAu2,127
mp-1103511,Lu(Al2Cu)4,139
mp-1183226,AcY3,139
mp-12703,PrZnNi,189
mp-569066,Cs2PdI6,225
mp-1225430,Dy(Fe5Re)2,71
mp-999137,SmTlSe2,166
mp-1078634,LaFeO3,167
mp-20293,SmGePt,62
mp-1183602,CaLa,187
mp-1412,Ti3Sb,223
mp-1080485,NdPt,62
mp-2302,AsRh2,225
mp-1029387,TaZn2N3,36
mp-1076993,Gd2InNi2,65
mp-15144,ZnAg2GeO4,7
mp-1217168,Ti4Pd,139
mp-374,CrB2,191
mp-19739,Sc(FeGe)6,191
mp-977397,TbCdPd2,225
mp-1080530,PrMnSi2,63
mp-29393,UNb2O7,63
mp-1187875,Yb,194
mp-978807,Sm2TlHg,225
mp-557772,CsNiF3,194
mp-684583,CsO2,58
mp-1219754,PrNb4O12,38
mp-20088,Na4PbO4,2
mvc-3270,MgVSiO5,9
mp-1223996,InCuS2,156
mp-1221959,MgTi2MnO6,146
mp-1018892,PrCoSi,129
mp-1080453,NdAsRuO,129
mp-6286,YbNi2B2C,139
mp-1221230,Na3LaTi2Nb2O12,5
mp-866019,LiNdTl2,225
mp-1101813,CaGaSn,194
mp-1105108,Er(CrGe)6,191
mp-1187532,Tl3Au,221
mp-866134,VFe3,225
mp-1206145,SmFeGe2,63
mp-7089,KMgSb,129
mp-752727,Li2CrPO4F,1
mp-998912,TlS,166
mp-1226964,Cd2MoWO8,82
mp-1187337,TbErRh2,225
mp-19811,USnRu,189
mp-1217378,TePb3(ClO2)2,38
mp-31145,BaCuBi,194
mp-35152,Sr2H5Rh,107
mp-27512,Cr2NiS4,12
mp-1112216,K2TlCuBr6,225
mp-753954,CdCuH8(ClO)4,2
mp-867249,TaAlFe2,225
mp-773900,BaCa2I6,15
mp-978974,SnRh3,139
mp-3303,Ce(AlGa)2,139
mp-2176,ZnTe,216
mp-865734,Li5(Cu2P3)2,71
mp-1029420,RbCoN,62
mp-976368,NdAlPd,189
mp-1226381,Cr2CoSeS3,44
mp-1207781,Y3Ru,62
mp-4524,ZnGeP2,122
mp-761035,AgRuO4,88
mp-766486,LiCuS2,58
mp-1226882,Ce2Al3Fe,166
mp-849246,Ti2CdO5,63
mp-1220112,NdZrNO2,14
mp-1222346,LiMo6(SeS3)2,148
mp-1018680,DyTlZn,194
mp-14107,NpF3,194
mp-1226126,CoRe2(MoS4)2,44
mp-697833,SrLaFeRuO6,7
mp-504821,TlFeBr3,62
mp-569671,ZrSb,198
mp-1080842,Ba2UPbO6,225
mp-755079,V4(OF3)3,1
mp-30884,YZn3,62
mp-7193,Lu2Si2O7,12
mp-1221808,Mn4Cr(Co2Sn)5,166
mp-1113441,Cs2TlAgF6,225
mp-430,TiO2,14
mp-505424,VCdCuO4,63
mp-1217399,Ti(FeO2)2,36
mp-1186581,PmGe3,194
mp-756729,Li3Mn3SbO8,166
mp-1215550,Zn2InAgTe4,121
mp-4251,Pr(Sb3Os)4,204
mp-31170,Cd2AgAu,225
mp-570939,CdI2,156
mp-561367,F2,12
mp-1221899,Mn2FeSbO6,146
mp-1522189,NaEuHfWO6,216
mp-1189154,NaZnSO4F,15
mp-777812,Li3MnF6,9
mp-13135,Eu(ZnSn)2,129
mp-18924,Sr3(FeO3)2,139
mp-568130,NdAlPt,62
mp-1008492,BrCl,63
mp-984714,AgAsS,62
mp-10909,AlRe2,139
mp-1189687,Pr5Sn3,193
mp-1017559,Eu(ZnAs)2,164
mp-1174101,Li3MnCoO5,1
mp-620571,CaInPd,62
mp-1209547,PrAsSe,62
mp-1102076,EuMgPd,62
mp-570700,Hf3Tl2(CuSe4)2,12
mp-1224442,HfTi(PbO3)2,107
mp-1106150,CeMn4(CuO4)3,204
mp-1183458,Ca2CdHg,225
mp-1208619,SrLiGaF6,163
mp-11520,YNiSb,216
mp-1106169,Zr5Ga3,193
mp-7467,RbCuO2,63
mp-765902,ZnNi4O5,12
mp-1282211,LiVO2,36
mp-1523259,Eu2DySbO6,225
mp-9895,Tc2P3,2
mp-27334,Tl3FeCl5,140
mp-1103921,Yb(Mo3Se4)2,148
mp-752980,V2(OF)3,5
mp-754507,Ni6OF11,38
mp-1212534,Gd3Zn5Ge,189
mp-1274301,Ca2VWO6,12
mp-1819,SbO2,15
mp-1185306,LiCrRh2,225
mp-776439,SmTmO3,62
mp-1216666,TiNbCr4,216
mp-1206005,Rb3HoF6,139
mp-973756,Lu2Mo2C3,12
mp-1213286,Dy6Co2Sn,71
mp-16471,Np(GeRh)2,139
mp-1224026,K3ReMoO8,160
mp-27424,BaCu4S3,63
mp-1095351,NpB2C,166
mp-1080524,LaAl5Ni2,71
mp-1025338,Tl2CuF4,139
mp-1220566,Nb3WSe8,8
mp-1094034,Ti3C2,194
mp-1218447,Sr2VMoO6,123
mp-1220442,Nb6ZnS8,147
mp-1184293,EuTlAu2,225
mp-1205999,Rb3TmF6,139
mp-1226976,Cd2GaCuS4,8
mp-1217763,SrZnGe,187
mp-863659,LiScHg2,225
mp-13089,Cu2SnTe3,44
mp-1187071,SmEuZn2,225
mp-1187251,TaSiRu2,225
mp-1215846,Yb(ZnGa)2,139
mp-1186520,PrDy3,139
mp-755285,FeHO2,156
mp-1103572,NdGaPt,62
mp-4658,La(BO2)3,15
mp-1227320,Ca2GaAg,38
mp-984729,BaSr3O4,221
mp-1208983,Sc2GaB2Ir5,127
mp-677445,Y4SiS3,139
mp-30389,HoPbAu,216
mp-1226536,CeNdC4,123
mp-777551,LiVF3,198
mp-31053,Ag2S,4
mp-972997,HoErCd2,225
mp-3739,NdCuSe2,14
mp-1232271,PmS2,129
mp-12341,CsPrZnTe3,63
mp-704645,CuO,15
mp-11869,HfSnPd,216
mp-1221539,MoBr3O,14
mp-18063,SrSn3,166
mp-16548,ZrTiF6,225
mp-30139,BeBr2,72
mp-1205530,Rb3GdF6,139
mp-23240,CoCl2,166
mp-753301,Na4(NiO2)5,2
mp-19387,CdWO4,13
mp-1184034,GaNi3,139
mp-1223333,KSr2(BiO3)3,164
mp-865020,HfMgIr2,225
mp-1184690,Ho2MgRu,225
mp-3237,Na2CuF4,14
mp-4264,K2S2O5,11
mp-35589,Na3UF7,8
mp-1208864,Sm3TiSb5,193
mp-675798,NaHoF4,141
mp-1103721,Eu2Zn3Ge,69
mp-1222035,MgU2O6,71
mp-22853,MoCl3,12
mp-977441,MgPaRh2,225
mp-15573,Tl3AsO4,173
mp-753800,NbOF3,2
mp-1019360,ThPSe,129
mp-1187879,Yb2AgAu,225
mp-1114614,Rb2YTlI6,225
mp-11734,Sr2MgReO6,225
mp-1188681,InHO2,198
mp-1219840,Pr2Si3,44
mp-1184968,Li2LuIn,225
mvc-14591,La2ZnNiO6,148
mp-1013550,Ca3SbP,221
mp-1113642,Rb2TlAuI6,225
mp-11257,SmAu,221
mp-1221345,Na2PHO4,4
mp-3147,Er(SiAu)2,139
mp-1221921,MgZnCo,74
mp-1104853,Zr(Ni2As)2,136
mp-1207038,USn2,65
mp-1184619,Hf2ReRu,225
mp-15999,Li3AuS2,72
mp-1217385,Te7As5I,8
mp-19354,PrMn7O12,204
mp-1105158,Sr2ScGaO5,46
mp-865737,Li2InSn,225
mp-1220598,Nb6InSe8,174
mp-1226757,CdHg2,69
mp-1216748,TlMo6(SeS)4,1
mp-7258,K4SnO4,2
mp-30464,Bi2Pd5,12
mp-12056,Ba(POs)2,139
mp-1219521,SbAsIr,14
mp-1112570,Cs2NaGaF6,225
mp-1091390,Ca(GePt)2,11
mp-1216339,VGaMo3S8,160
mp-481,ScPt3,221
mp-20892,ZrFeP,62
mp-2838,UNi5,216
mp-31756,Ba2FeReO6,225
mp-568196,Er3CoSi3,12
mp-9042,Np(SiPd)2,139
mp-11659,BaTi(BO3)2,148
mp-22324,TbGePt,62
mp-569505,TbRe2SiC,63
mp-1657,UAs2,129
mp-1078552,Li2H6Pt,225
mp-1077953,Eu4As2O,139
mp-22570,Mg5In2,72
mp-1173920,Li2MnCoO4,2
mp-1218729,Sr2La2Mg(RuO4)3,1
mp-11572,TaTc,221
mp-1208261,Ti5MnSb2,140
mp-4709,PrNbO4,15
mp-30807,ZrNi4Sn,216
mp-1213188,Cu2AgH(SO5)2,12
mp-8723,AsF5,194
mp-1223851,In2AsP,115
mp-570864,Er5NiPb3,193
mp-867300,Rb2Hf2O5,123
mp-7405,SmAlO3,62
mp-755610,Ba6HfO8,225
mp-558133,Rb2MnF6,186
mp-21433,TbTiGe,129
mp-1215290,ZrNbFe4,164
mp-4492,MnCo2Si,225
mp-1232370,YPO4,180
mp-554413,V2Te2O7F2,2
mp-1217335,ThSiGe,74
mp-775904,LiV4O5F7,1
mp-616166,Ba2Ho(CuO2)3,123
mp-30732,HoTlPd,189
mp-1113442,Cs2TlAgCl6,225
mp-974634,LiAg2Pd,225
mp-1030721,Te3Mo2Se,156
mp-763428,Li3Fe3CoO8,8
mp-8511,PF5,194
mp-1207970,Tm5BiPt2,140
mp-866112,HoNbRu2,225
mp-1184284,ErTmCd2,225
mp-1225369,Dy(VCo5)2,71
mp-1029179,MoW(SeS)2,156
mp-25372,LiCuO2,166
mp-567883,Ti4CoBi2,140
mp-1215577,Zr2NiS4,8
mp-19906,Zr2InNi2,127
mp-1018149,ScCu2,139
mp-754478,HfZrO4,65
mp-1225026,Fe6BC,26
mp-1224967,FeIr,166
mp-867173,SrInHg2,225
mp-1516820,NaSrHfWO6,216
mp-7123,KSb(PSe3)2,4
mp-978498,Sc3Al,221
mp-1222674,Lu4Ge8Pd,25
mp-977386,LiLu2Tc,225
mp-862759,PrMgZn2,225
mp-1207601,YWClO4,12
mp-1225041,DyZnSi,187
mp-19210,CoPtO2,166
mp-2645,YbNi5,191
mp-1178657,ZnFeO2F5,74
mp-865708,LiSm2Ru,225
mp-1188138,Er2Ge5Ru3,72
mp-11274,BePd,221
mp-979041,Tm(AlC)3,194
mp-215,YSb,225
mp-22955,LiIO3,173
mp-1206911,ErRu3C,221
mp-11019,GaCuO2,194
mp-1217924,TaNbC2,166
mp-1228194,Al6CoCu3,156
mp-973886,Lu2CoRh,225
mp-753144,LiMn2O2F3,15
mp-1186966,Sc2ZnIn,225
mp-971,K2O,225
mp-557403,LiFe2F6,102
mp-569238,Cs3LiI4,11
mp-1183455,Ca,139
mp-1025876,Te2Mo3Se4,156
mp-753173,HoIO,129
mp-1105984,TeI7,129
mp-1027647,MoWS4,156
mp-2762,YIr2,227
mp-24805,LaNiSnH2,194
mp-828,SiNi3,221
mp-1080762,NpGa4,74
mp-570292,La7Os4C9,12
mp-1541180,ZnNiF6,148
mp-1113761,Rb2InAgCl6,225
mp-1187243,TaOs3,221
mp-15567,Na3AuS2,167
mp-3676,MgCu4Sn,216
mvc-14355,CaNiF4,140
mp-1219123,SmAlFe,38
mp-1209897,Ni(PtO2)3,55
mp-1220403,Nd2Ga5Cu3,115
mp-1094116,MgAl2,194
mp-690658,V2CuO6,2
mp-31449,HoAgPb,186
mp-1219484,SbPb4,166
mp-559446,NaPPdS4,140
mp-865022,MnIr3,194
mp-867221,Ce3(TaN3)2,139
mp-1189666,U3Cu3Sn4,220
mp-1104741,Tb(Al2Cu)4,139
mp-1222627,Li2ZnGe3,156
mp-1105409,YSb(PbO3)2,15
mp-1229120,Ag2BiSbSe4,119
mp-1228288,Al4Ni15Ge,123
